W,81,53,29,51,.569,10,21,.476,13,21,.619,9,43,20,4,4,16,22,17,58,.293,6,27,.222,13,24,.542,9,21,7,6,3,13,19
L,80,84,31,72,.431,7,26,.269,11,22,.500,19,41,14,5,3,9,24,24,51,.471,9,24,.375,27,31,.871,4,27,9,5,2,13,22
W,68,66,23,57,.404,6,24,.250,16,19,.842,11,38,10,4,3,11,20,21,52,.404,7,26,.269,17,21,.810,5,25,12,7,1,11,19
W,78,73,30,64,.469,9,20,.450,9,17,.529,13,34,23,3,1,10,25,19,50,.380,11,26,.423,24,28,.857,10,27,10,4,4,14,22
W,97,58,36,68,.529,10,18,.556,15,24,.625,12,40,19,11,5,15,19,20,62,.323,6,22,.273,12,20,.600,15,31,13,7,7,21,20
W,75,66,25,50,.500,7,18,.389,18,23,.783,7,28,13,11,0,17,19,27,48,.563,4,10,.400,8,16,.500,2,22,12,7,0,20,19
W,91,65,29,56,.518,10,21,.476,23,28,.821,7,37,19,8,4,12,26,19,55,.345,6,19,.316,21,30,.700,7,24,7,4,1,13,19
W,88,66,32,58,.552,11,16,.688,13,19,.684,9,38,16,5,6,17,19,25,61,.410,7,25,.280,9,14,.643,6,25,8,5,1,15,24
W,77,58,22,48,.458,4,13,.308,29,35,.829,8,34,6,6,3,16,24,16,44,.364,6,16,.375,20,29,.690,4,21,12,7,6,16,27
L,77,80,28,63,.444,11,29,.379,10,14,.714,10,31,14,5,2,11,21,28,61,.459,7,21,.333,17,20,.850,12,36,10,4,2,11,17
W,92,72,29,53,.547,12,23,.522,22,30,.733,9,34,20,7,4,19,19,26,61,.426,10,30,.333,10,16,.625,10,25,14,10,3,15,27
W,70,59,24,57,.421,7,20,.350,15,22,.682,9,38,12,9,2,9,19,20,54,.370,6,21,.286,13,21,.619,7,31,14,4,0,12,18
W,79,60,28,62,.452,9,28,.321,14,16,.875,10,40,13,6,5,10,19,18,57,.316,7,16,.438,17,22,.773,10,31,11,5,2,13,15
W,76,73,29,61,.475,4,15,.267,14,18,.778,12,37,11,4,2,7,14,27,59,.458,8,25,.320,11,13,.846,5,23,14,5,3,8,19
L,63,81,23,56,.411,4,15,.267,13,19,.684,9,31,9,5,3,14,24,26,58,.448,12,27,.444,17,22,.773,6,31,18,5,1,8,16
W,104,71,37,67,.552,18,34,.529,12,19,.632,8,33,20,8,7,11,27,22,56,.393,5,19,.263,22,30,.733,8,30,11,7,3,14,17
W,65,49,26,66,.394,9,22,.409,4,4,1.000,14,36,21,6,6,10,15,17,57,.298,6,23,.261,9,12,.750,9,28,10,6,2,12,11
L,72,81,24,69,.348,8,30,.267,16,22,.727,13,37,13,6,5,11,26,26,56,.464,10,21,.476,19,32,.594,10,37,14,4,3,12,21
W,73,59,26,60,.433,5,20,.250,16,21,.762,7,33,11,7,1,10,24,19,58,.328,4,20,.200,17,25,.680,14,42,11,4,3,18,20
W,63,40,26,61,.426,7,26,.269,4,5,.800,11,44,14,6,3,11,19,15,47,.319,1,14,.071,9,23,.391,7,28,5,6,1,10,12
L,70,80,28,66,.424,10,25,.400,4,11,.364,12,28,17,6,3,8,24,27,56,.482,8,19,.421,18,27,.667,12,37,14,5,8,9,15
W,69,65,27,59,.458,6,15,.400,9,18,.500,10,34,11,8,1,10,19,19,49,.388,6,16,.375,21,26,.808,7,31,11,5,5,12,18
W,67,58,23,51,.451,11,25,.440,10,14,.714,11,36,17,5,2,12,14,21,51,.412,10,23,.435,6,9,.667,7,22,11,3,0,13,18
W,73,42,26,58,.448,8,25,.320,13,15,.867,9,39,18,10,4,8,20,14,49,.286,3,16,.188,11,17,.647,6,28,10,2,2,16,16
W,67,62,24,50,.480,7,17,.412,12,18,.667,11,35,12,7,4,14,24,17,44,.386,4,15,.267,24,32,.750,9,27,7,4,3,13,16
W,80,59,29,64,.453,10,27,.370,12,15,.800,13,45,12,6,0,16,13,22,61,.361,7,23,.304,8,10,.800,5,18,7,7,2,10,14
L,85,91,28,62,.452,11,29,.379,18,20,.900,12,30,18,7,1,13,25,26,48,.542,10,19,.526,29,36,.806,9,27,18,4,4,13,17
W,109,58,42,63,.667,18,27,.667,7,14,.500,12,44,31,7,3,13,15,22,59,.373,6,21,.286,8,10,.800,3,16,15,5,0,11,10
W,69,56,27,61,.443,9,31,.290,6,8,.750,8,27,18,5,5,11,28,17,45,.378,3,12,.250,19,26,.731,5,26,7,3,1,13,16
W,81,71,24,53,.453,8,20,.400,25,34,.735,14,32,9,5,0,13,22,24,47,.511,7,20,.350,16,24,.667,4,21,10,8,1,13,26
