W,111,64,37,76,.487,11,36,.306,26,36,.722,20,49,23,12,3,9,16,24,54,.444,6,14,.429,10,18,.556,5,26,9,4,1,21,29
W,74,61,21,52,.404,6,16,.375,26,30,.867,10,33,10,6,4,15,25,16,46,.348,2,10,.200,27,33,.818,4,22,7,10,3,13,26
L,69,82,24,62,.387,7,20,.350,14,14,1.000,11,32,11,6,1,17,22,29,54,.537,5,13,.385,19,30,.633,8,33,10,9,4,12,17
W,68,54,25,52,.481,4,17,.235,14,19,.737,9,32,7,5,3,13,17,20,51,.392,3,14,.214,11,15,.733,8,25,11,5,2,13,18
W,70,67,25,61,.410,7,24,.292,13,20,.650,12,32,11,6,3,11,22,24,48,.500,0,3,.000,19,29,.655,8,36,7,5,9,15,19
W,72,69,24,51,.471,5,18,.278,19,24,.792,10,26,9,6,4,12,16,29,55,.527,4,12,.333,7,12,.583,5,20,15,7,4,10,19
W,86,65,27,51,.529,7,19,.368,25,29,.862,8,31,10,6,3,14,18,22,59,.373,5,18,.278,16,22,.727,12,28,7,1,1,14,25
L,83,87,27,61,.443,5,22,.227,24,30,.800,10,30,15,8,3,10,22,30,62,.484,7,15,.467,20,26,.769,12,31,8,4,6,15,27
L,61,84,21,59,.356,8,24,.333,11,12,.917,11,35,12,4,1,19,21,29,56,.518,9,23,.391,17,25,.680,6,30,16,13,5,12,14
W,80,74,25,61,.410,11,33,.333,19,25,.760,9,34,14,7,2,12,24,25,62,.403,6,23,.261,18,31,.581,13,41,15,9,3,14,20
L,65,73,23,59,.390,9,28,.321,10,11,.909,11,34,15,2,1,19,20,25,58,.431,8,16,.500,15,25,.600,11,32,11,11,6,14,14
W,75,70,21,52,.404,5,20,.250,28,34,.824,8,31,11,5,2,13,25,24,52,.462,5,18,.278,17,24,.708,5,28,13,7,1,12,26
W,92,63,30,59,.508,10,25,.400,22,27,.815,16,38,17,6,1,16,26,18,51,.353,6,16,.375,21,33,.636,11,23,11,5,6,16,22
W,96,74,33,55,.600,11,19,.579,19,21,.905,7,36,21,4,3,14,23,30,57,.526,4,9,.444,10,17,.588,3,18,15,6,2,11,17
W,88,67,24,58,.414,10,21,.476,30,38,.789,14,36,18,3,7,4,21,24,63,.381,4,19,.211,15,26,.577,17,37,8,3,6,9,24
W,83,79,31,59,.525,5,17,.294,16,24,.667,10,29,13,4,1,10,25,25,53,.472,9,20,.450,20,32,.625,12,31,15,4,4,13,25
W,87,69,30,66,.455,8,23,.348,19,24,.792,11,44,14,3,5,10,21,24,61,.393,7,26,.269,14,24,.583,8,31,9,6,2,9,23
W,80,51,31,58,.534,7,17,.412,11,19,.579,11,43,10,7,5,13,21,18,51,.353,3,11,.273,12,18,.667,2,20,7,4,2,13,18
W,64,63,22,57,.386,11,36,.306,9,16,.563,7,38,16,5,4,14,14,25,62,.403,6,20,.300,7,14,.500,5,35,14,6,1,11,15
L,74,77,25,58,.431,12,31,.387,12,15,.800,13,31,18,2,0,11,29,21,40,.525,10,14,.714,25,33,.758,3,24,13,8,3,10,15
W,71,53,23,57,.404,2,12,.167,23,26,.885,7,38,9,5,4,9,17,18,53,.340,5,14,.357,12,16,.750,4,29,10,5,8,12,24
W,88,61,32,66,.485,17,40,.425,7,7,1.000,13,38,22,7,3,12,20,21,52,.404,4,13,.308,15,22,.682,8,23,8,6,0,11,15
W,76,54,28,62,.452,7,14,.500,13,16,.813,10,34,15,6,4,6,11,24,60,.400,6,17,.353,0,1,.000,8,30,10,3,2,11,14
W,77,66,24,52,.462,9,21,.429,20,31,.645,13,37,7,8,7,17,21,25,64,.391,3,18,.167,13,21,.619,12,30,11,11,2,12,25
L,78,86,23,59,.390,7,25,.280,25,33,.758,10,33,13,4,3,11,27,27,56,.482,10,20,.500,22,35,.629,9,32,11,6,1,10,25
W,81,54,30,69,.435,14,29,.483,7,13,.538,14,39,20,7,4,6,14,19,46,.413,5,17,.294,11,15,.733,1,22,9,5,3,15,16
L,74,91,27,62,.435,9,27,.333,11,16,.688,6,22,15,4,2,8,17,35,55,.636,5,9,.556,16,21,.762,5,33,15,3,6,10,13
W,66,45,27,73,.370,4,23,.174,8,14,.571,19,45,10,9,6,8,15,17,53,.321,2,14,.143,9,12,.750,4,27,7,1,3,14,14
W,71,54,25,53,.472,1,14,.071,20,29,.690,10,45,9,5,6,13,16,19,61,.311,3,10,.300,13,19,.684,8,29,8,10,0,10,25
W,73,54,27,57,.474,10,26,.385,9,16,.563,9,31,20,9,2,10,22,20,53,.377,5,15,.333,9,22,.409,12,34,6,8,6,16,17
W,83,67,29,62,.468,7,23,.304,18,23,.783,11,35,12,3,5,5,22,23,57,.404,3,12,.250,18,24,.750,7,28,8,0,5,8,20
W (2 OT),93,91,37,70,.529,5,21,.238,14,16,.875,9,41,16,6,8,15,20,30,73,.411,9,20,.450,22,27,.815,9,30,10,9,5,9,15
